customer_id,signup_date,country,segment,age,gender
CUST_00104,2021-03-08,US,standard,47,M
CUST_00105,2023-12-20,DE,basic,33,M
CUST_00106,2020-06-23,US,premium,36,M
CUST_00107,2020-11-17,US,basic,22,F
CUST_00108,2022-05-07,UK,basic,35,M
CUST_00109,2020-06-07,US,basic,22,M
CUST_00110,2020-02-18,US,standard,24,M
CUST_00111,2020-07-27,US,enterprise,30,F
CUST_00112,2020-04-17,US,basic,40,M
CUST_00113,2024-06-03,DE,standard,41,M
CUST_00114,2022-10-01,UK,basic,41,M
CUST_00115,2021-09-02,US,standard,18,F
CUST_00116,2023-06-02,US,standard,34,F
CUST_00117,2022-09-17,US,standard,32,M
CUST_00118,2020-05-05,CA,standard,18,M
CUST_00119,2023-09-19,US,premium,35,M
CUST_00120,2021-04-16,FR,standard,31,F
CUST_00121,2022-09-29,US,basic,41,M
CUST_00122,2023-10-10,US,enterprise,35,M
CUST_00123,2020-08-20,JP,enterprise,28,F
CUST_00124,2020-03-11,DE,standard,46,M
CUST_00125,2020-06-06,US,basic,18,F
CUST_00126,2020-12-05,AU,premium,34,M
CUST_00127,2022-11-03,UK,basic,18,Other
CUST_00128,2023-04-14,AU,premium,24,Other
CUST_00129,2020-01-05,CA,standard,41,F
CUST_00130,2021-03-11,DE,basic,19,F
CUST_00131,2020-11-24,MX,standard,18,M
CUST_00132,2020-06-01,US,premium,63,F
CUST_00133,2020-03-18,CA,basic,18,M
CUST_00134,2020-09-07,UK,standard,54,F
CUST_00135,2024-10-08,US,premium,32,M
CUST_00136,2020-08-25,US,premium,28,M
CUST_00137,2021-03-21,US,standard,41,F
CUST_00138,2022-01-08,CA,premium,51,M
CUST_00139,2020-10-02,CA,basic,21,F
CUST_00140,2024-12-31,CA,standard,28,F
CUST_00141,2024-12-31,US,basic,45,M
CUST_00142,2020-06-25,UK,premium,38,M
CUST_00143,2021-02-22,IN,standard,48,M
CUST_00144,2020-08-05,US,basic,41,F
CUST_00145,2020-07-23,CA,basic,56,Other
CUST_00146,2020-01-23,FR,basic,37,F
CUST_00147,2021-07-26,FR,enterprise,37,F
CUST_00148,2021-03-01,UK,standard,38,M
CUST_00149,2020-02-02,AU,standard,33,M
CUST_00150,2020-07-17,US,basic,45,M
CUST_00151,2023-12-25,JP,premium,37,F
CUST_00152,2020-06-15,US,premium,44,M
CUST_00153,2020-04-05,US,standard,46,F
CUST_00154,2021-02-13,US,basic,40,F
CUST_00155,2024-12-31,FR,standard,41,M
CUST_00156,2020-06-17,UK,premium,22,M
CUST_00157,2021-11-09,US,standard,28,M
CUST_00158,2022-05-22,US,basic,45,F
CUST_00159,2020-06-14,JP,standard,52,M
CUST_00160,2022-03-03,AU,standard,18,M
CUST_00161,2020-10-06,CA,basic,28,F
CUST_00162,2021-08-31,CA,enterprise,35,M
CUST_00163,2021-09-03,UK,basic,24,M
CUST_00164,2021-04-12,US,basic,25,F
CUST_00165,2020-02-27,IN,standard,40,F
CUST_00166,2023-01-02,US,standard,53,F
CUST_00167,2020-08-23,UK,standard,18,M
CUST_00168,2020-05-05,US,basic,32,M
CUST_00169,2020-01-26,UK,standard,40,F
CUST_00170,2021-06-28,UK,basic,44,M
CUST_00171,2021-11-19,UK,enterprise,38,F
CUST_00172,2020-01-11,US,premium,56,M
CUST_00173,2021-03-12,UK,premium,35,M
CUST_00174,2020-06-05,US,premium,50,M
CUST_00175,2021-09-22,US,standard,27,F
CUST_00176,2020-04-26,US,premium,35,F
CUST_00177,2021-12-15,FR,basic,20,M
CUST_00178,2020-10-24,UK,premium,45,F
CUST_00179,2024-08-07,CA,standard,33,M
CUST_00180,2020-03-31,DE,premium,39,M
CUST_00181,2020-09-10,DE,enterprise,31,M
CUST_00182,2020-03-14,UK,basic,42,M
CUST_00183,2024-04-23,US,enterprise,39,M
CUST_00184,2023-07-01,US,enterprise,23,M
CUST_00185,2020-06-30,CA,standard,23,M
CUST_00186,2021-10-18,UK,standard,34,M
CUST_00187,2022-10-31,AU,premium,42,M
CUST_00188,2021-05-08,JP,standard,57,F
CUST_00189,2021-04-04,US,basic,38,F
CUST_00190,2020-06-17,US,premium,47,F
CUST_00191,2020-02-29,CA,premium,18,M
CUST_00192,2023-10-16,US,basic,59,M
CUST_00193,2023-11-05,US,basic,42,F
CUST_00194,2021-09-02,JP,basic,34,F
CUST_00195,2020-09-09,US,standard,33,F
CUST_00196,2020-09-18,IN,basic,21,F
CUST_00197,2022-02-26,DE,standard,25,F
CUST_00198,2023-10-16,FR,premium,57,F
CUST_00199,2023-08-20,US,basic,23,F
CUST_00200,2022-07-10,US,enterprise,22,F
CUST_00201,2021-09-17,UK,premium,26,F
CUST_00202,2020-02-23,US,standard,20,M
CUST_00203,2020-04-17,US,standard,35,M
CUST_00204,2023-10-24,US,premium,48,M
CUST_00205,2021-07-21,US,basic,27,M
CUST_00206,2020-01-06,US,standard,18,M
CUST_00207,2020-03-06,FR,basic,38,M
CUST_00208,2021-10-24,US,basic,34,M
CUST_00209,2020-01-04,US,standard,47,F
CUST_00210,2020-04-16,CA,premium,29,M
CUST_00211,2021-04-29,BR,standard,31,F
CUST_00212,2021-12-17,US,premium,33,M
CUST_00213,2021-10-04,US,standard,36,F
CUST_00214,2020-06-03,CA,standard,30,F
CUST_00215,2022-01-28,JP,basic,28,M
CUST_00216,2020-06-13,FR,standard,18,F
CUST_00217,2020-08-27,CA,basic,28,M
CUST_00218,2022-04-15,US,standard,43,F
CUST_00219,2021-09-30,UK,basic,45,F
CUST_00220,2023-02-25,US,enterprise,29,M
CUST_00221,2021-10-14,DE,standard,50,M
CUST_00222,2021-05-26,DE,basic,34,M
CUST_00223,2020-02-29,BR,basic,18,F
CUST_00224,2020-10-06,US,basic,18,F
CUST_00225,2020-07-06,US,basic,49,M
CUST_00226,2020-06-19,UK,standard,30,F
CUST_00227,2024-12-31,DE,standard,20,M
CUST_00228,2020-10-30,FR,premium,18,M
CUST_00229,2023-09-16,US,standard,30,F
CUST_00230,2021-08-30,US,enterprise,39,M
CUST_00231,2022-08-22,UK,basic,26,M
CUST_00232,2021-03-01,US,standard,22,F
CUST_00233,2021-06-07,JP,basic,28,M
CUST_00234,2021-02-16,UK,basic,49,M
CUST_00235,2020-05-12,FR,standard,18,M
CUST_00236,2022-02-19,CA,premium,27,F
CUST_00237,2020-07-19,FR,premium,49,F
CUST_00238,2020-01-15,US,basic,40,M
CUST_00239,2021-09-23,AU,basic,37,F
CUST_00240,2020-04-28,US,standard,27,F
CUST_00241,2024-09-13,UK,standard,35,F
CUST_00242,2024-12-31,US,basic,28,F
CUST_00243,2024-02-08,UK,enterprise,24,M
CUST_00244,2020-10-08,US,basic,22,M
CUST_00245,2020-01-10,US,basic,44,F
CUST_00246,2024-05-23,BR,standard,34,M
CUST_00247,2020-12-06,US,standard,38,M
CUST_00248,2024-12-31,FR,standard,36,M
CUST_00249,2024-12-31,MX,basic,40,F
CUST_00250,2023-03-13,US,standard,31,M
CUST_00251,2020-07-31,DE,basic,29,M
CUST_00252,2020-10-22,US,standard,25,M
CUST_00253,2023-03-05,US,basic,18,F
CUST_00254,2020-08-19,UK,standard,21,F
CUST_00255,2020-04-23,IN,standard,30,M
CUST_00256,2021-05-10,US,basic,18,F
CUST_00257,2024-08-01,CA,premium,18,F
CUST_00258,2021-12-25,UK,enterprise,47,F
CUST_00259,2021-05-28,JP,standard,37,M
CUST_00260,2020-03-03,US,standard,29,F
CUST_00261,2021-08-03,DE,basic,62,F
CUST_00262,2024-12-31,DE,basic,18,M
CUST_00263,2020-04-01,DE,standard,46,M
CUST_00264,2021-03-20,IN,enterprise,33,M
CUST_00265,2023-07-01,AU,premium,44,F
CUST_00266,2022-04-01,US,premium,36,F
CUST_00267,2021-12-27,UK,standard,18,M
CUST_00268,2022-01-07,US,standard,36,M
CUST_00269,2020-09-28,US,standard,39,F
CUST_00270,2020-07-30,UK,standard,18,F
CUST_00271,2022-10-05,US,standard,58,F
CUST_00272,2022-10-08,UK,basic,38,F
CUST_00273,2023-05-13,BR,standard,43,M
CUST_00274,2024-01-27,US,enterprise,21,M
CUST_00275,2021-03-11,IN,basic,43,F
CUST_00276,2021-02-27,UK,standard,48,M
CUST_00277,2022-09-01,CA,standard,38,M
CUST_00278,2021-09-30,AU,standard,34,M
CUST_00279,2022-01-06,US,basic,24,F
CUST_00280,2022-08-24,UK,premium,32,M
CUST_00281,2023-09-05,UK,standard,28,M
CUST_00282,2020-09-08,US,enterprise,41,F
CUST_00283,2020-10-13,IN,basic,24,F
CUST_00284,2020-03-01,AU,standard,41,F
CUST_00285,2021-06-09,US,standard,24,F
CUST_00286,2020-01-23,US,basic,31,M
CUST_00287,2021-01-16,UK,basic,42,M
CUST_00288,2021-04-21,US,standard,26,F
CUST_00289,2020-07-24,CA,standard,42,F
CUST_00290,2021-06-27,US,basic,41,F
CUST_00291,2020-01-19,UK,basic,31,M
CUST_00292,2020-01-24,US,basic,48,M
CUST_00293,2022-11-18,US,standard,35,F
CUST_00294,2020-09-28,DE,enterprise,48,F
CUST_00295,2020-03-23,UK,standard,56,Other
CUST_00296,2021-03-25,BR,premium,32,F
CUST_00297,2022-06-13,JP,basic,42,F
CUST_00298,2020-05-27,US,standard,27,F
CUST_00299,2021-08-16,US,basic,22,F
CUST_00300,2020-02-24,AU,premium,32,M
CUST_00301,2020-02-02,IN,basic,18,F
CUST_00302,2021-04-06,AU,standard,23,F
CUST_00303,2021-04-18,US,basic,42,F
CUST_00304,2021-09-09,MX,premium,28,F
CUST_00305,2022-02-27,US,basic,43,M
CUST_00306,2024-12-31,DE,basic,38,M
CUST_00307,2021-03-18,JP,standard,57,M
CUST_00308,2020-08-25,US,standard,41,M
CUST_00309,2022-08-23,JP,standard,48,M
CUST_00310,2020-07-11,US,basic,39,F
CUST_00311,2020-12-17,BR,standard,38,M
CUST_00312,2020-02-19,US,standard,48,M
CUST_00313,2020-01-16,BR,standard,43,Other
CUST_00314,2024-12-31,US,enterprise,37,M
CUST_00315,2023-01-05,DE,standard,37,F
CUST_00316,2021-12-25,UK,premium,41,M
CUST_00317,2020-11-16,UK,basic,26,F
CUST_00318,2020-04-25,US,basic,26,M
CUST_00319,2020-04-13,DE,premium,52,F
CUST_00320,2020-06-24,US,enterprise,57,F
CUST_00321,2021-04-29,CA,basic,23,F
CUST_00322,2022-02-02,US,standard,26,M
CUST_00323,2021-10-18,BR,standard,48,M
CUST_00324,2020-07-18,US,basic,41,F
CUST_00325,2024-12-31,US,standard,43,M
CUST_00326,2022-03-26,US,standard,45,M
CUST_00327,2021-05-06,UK,premium,32,F
CUST_00328,2021-07-29,US,basic,38,M
CUST_00329,2020-11-27,UK,standard,38,M
CUST_00330,2020-06-22,JP,basic,24,M
CUST_00331,2020-09-24,DE,standard,38,M
CUST_00332,2022-05-13,CA,basic,49,M
CUST_00333,2020-01-09,US,basic,30,M
CUST_00334,2020-03-16,DE,standard,36,F
CUST_00335,2020-01-29,US,basic,37,F
CUST_00336,2020-01-26,FR,standard,31,M
CUST_00337,2023-03-23,US,basic,43,F
CUST_00338,2022-01-10,UK,premium,26,F
CUST_00339,2021-01-26,US,standard,50,F
CUST_00340,2020-03-03,AU,enterprise,42,Other
CUST_00341,2021-02-15,US,enterprise,23,M
CUST_00342,2021-01-25,CA,standard,55,F
CUST_00343,2020-04-25,US,standard,37,F
CUST_00344,2020-12-12,DE,premium,26,M
CUST_00345,2020-11-05,JP,basic,48,F
CUST_00346,2021-08-05,UK,standard,40,F
CUST_00347,2021-09-05,UK,standard,18,M
CUST_00348,2020-01-29,IN,premium,28,M
CUST_00349,2020-10-12,UK,enterprise,38,F
CUST_00350,2021-08-21,UK,standard,18,F
CUST_00351,2021-03-01,CA,standard,36,F
CUST_00352,2023-03-27,DE,standard,36,F
CUST_00353,2021-10-16,US,standard,20,M
CUST_00354,2020-04-18,AU,basic,38,M
CUST_00355,2020-02-14,UK,enterprise,35,F
CUST_00356,2021-09-17,US,basic,20,F
CUST_00357,2020-01-17,FR,standard,46,F
CUST_00358,2021-06-20,US,basic,45,Other
CUST_00359,2024-09-10,US,standard,31,F
CUST_00360,2021-06-05,CA,standard,32,M
CUST_00361,2020-10-26,JP,enterprise,43,M
CUST_00362,2021-09-19,JP,standard,32,M
CUST_00363,2021-01-08,BR,standard,18,M
CUST_00364,2021-04-25,JP,enterprise,40,F
CUST_00365,2024-09-23,US,premium,25,M
CUST_00366,2020-10-23,US,basic,30,F
CUST_00367,2024-12-31,AU,enterprise,52,F
CUST_00368,2023-12-05,US,standard,33,F
CUST_00369,2020-05-12,CA,premium,35,M
CUST_00370,2020-02-13,CA,standard,41,M
CUST_00371,2020-03-05,US,premium,41,F
CUST_00372,2020-01-12,JP,standard,23,F
CUST_00373,2020-03-01,UK,basic,34,F
CUST_00374,2021-11-30,UK,standard,35,F
CUST_00375,2020-02-14,MX,standard,38,M
CUST_00376,2020-08-21,UK,standard,38,M
CUST_00377,2023-02-08,US,standard,66,F
CUST_00378,2020-01-15,UK,basic,20,M
CUST_00379,2022-10-22,AU,standard,46,F
CUST_00380,2020-07-20,FR,basic,49,F
CUST_00381,2020-03-17,FR,standard,40,M
CUST_00382,2021-12-27,DE,standard,27,M
CUST_00383,2021-08-26,US,standard,54,F
CUST_00384,2023-07-01,JP,standard,18,F
CUST_00385,2022-03-19,JP,basic,26,F
CUST_00386,2022-09-17,US,standard,49,M
CUST_00387,2020-07-20,US,enterprise,30,M
CUST_00388,2020-04-28,BR,standard,54,Other
CUST_00389,2022-04-25,JP,enterprise,18,M
CUST_00390,2022-09-27,JP,premium,21,F
CUST_00391,2024-12-31,JP,standard,28,M
CUST_00392,2020-11-19,UK,premium,40,F
CUST_00393,2020-10-10,CA,standard,32,M
CUST_00394,2022-06-30,UK,basic,29,F
CUST_00395,2020-09-10,US,premium,52,Other
CUST_00396,2024-06-13,FR,standard,53,M
CUST_00397,2023-04-04,UK,premium,30,M
CUST_00398,2020-12-07,CA,standard,18,F
CUST_00399,2022-04-25,UK,basic,18,M
CUST_00400,2022-05-04,UK,basic,37,Other
CUST_00401,2020-03-07,US,basic,42,M
CUST_00402,2023-11-18,US,standard,35,M
CUST_00403,2021-03-04,US,enterprise,34,F
CUST_00404,2022-12-01,US,basic,25,F
CUST_00405,2020-08-22,BR,standard,42,M
CUST_00406,2023-10-06,US,standard,55,M
CUST_00407,2020-10-27,US,enterprise,18,M
CUST_00408,2020-01-07,CA,standard,34,M
CUST_00409,2023-12-06,CA,basic,23,M
CUST_00410,2020-02-28,US,standard,18,F
CUST_00411,2020-08-22,FR,standard,21,M
CUST_00412,2024-12-29,FR,basic,39,M
CUST_00413,2024-12-31,US,basic,39,F
CUST_00414,2021-06-02,US,standard,52,M
CUST_00415,2021-08-31,IN,basic,35,F
CUST_00416,2020-12-28,AU,standard,18,F
CUST_00417,2020-07-30,DE,basic,32,M
CUST_00418,2020-08-30,US,enterprise,18,F
CUST_00419,2021-11-10,UK,basic,20,F
CUST_00420,2022-04-29,CA,standard,41,F
CUST_00421,2022-08-12,US,standard,37,F
CUST_00422,2022-08-06,UK,basic,42,F
CUST_00423,2020-02-28,CA,standard,30,M
CUST_00424,2021-02-19,US,standard,44,M
CUST_00425,2020-02-06,FR,enterprise,30,M
CUST_00426,2021-04-30,AU,standard,48,F
CUST_00427,2020-12-20,US,standard,39,F
CUST_00428,2023-08-23,AU,premium,32,M
CUST_00429,2020-09-20,US,premium,37,M
CUST_00430,2020-03-16,AU,premium,34,F
CUST_00431,2020-04-03,US,enterprise,54,M
CUST_00432,2022-05-22,US,standard,37,M
CUST_00433,2021-08-09,CA,standard,34,M
CUST_00434,2020-03-05,UK,basic,32,M
CUST_00435,2020-02-23,JP,basic,45,Other
CUST_00436,2022-01-04,US,basic,43,Other
CUST_00437,2020-02-15,US,standard,31,M
CUST_00438,2022-11-16,UK,basic,21,Other
CUST_00439,2022-01-15,UK,premium,24,M
CUST_00440,2020-02-21,US,premium,32,F
CUST_00441,2020-02-23,DE,premium,51,M
CUST_00442,2024-12-31,FR,standard,31,F
CUST_00443,2020-10-12,AU,standard,27,M
CUST_00444,2020-10-08,BR,basic,18,M
CUST_00445,2022-10-16,US,standard,53,F
CUST_00446,2024-11-25,DE,basic,41,M
CUST_00447,2024-12-31,US,premium,44,Other
CUST_00448,2022-05-02,DE,premium,46,M
CUST_00449,2020-10-14,UK,standard,33,M
CUST_00450,2020-02-23,MX,enterprise,36,F
CUST_00451,2022-07-02,DE,basic,52,F
CUST_00452,2021-05-12,BR,enterprise,37,M
CUST_00453,2020-12-02,AU,basic,42,M
CUST_00454,2023-12-12,JP,basic,45,F
CUST_00455,2020-03-12,AU,basic,42,M
CUST_00456,2021-02-16,UK,basic,33,F
CUST_00457,2020-01-07,US,premium,34,F
CUST_00458,2021-01-19,US,standard,44,F
CUST_00459,2020-02-05,US,standard,44,Other
CUST_00460,2020-03-17,UK,standard,49,F
CUST_00461,2020-03-17,UK,standard,41,M
CUST_00462,2021-09-29,UK,premium,42,M
CUST_00463,2022-04-14,BR,standard,29,M
CUST_00464,2021-06-16,IN,premium,28,M
CUST_00465,2024-12-31,US,enterprise,44,M
CUST_00466,2020-10-12,US,premium,28,F
CUST_00467,2020-07-23,UK,standard,34,F
CUST_00468,2023-05-20,US,basic,51,F
CUST_00469,2020-06-03,FR,standard,49,F
CUST_00470,2024-12-31,UK,premium,38,M
CUST_00471,2020-01-08,CA,standard,31,F
CUST_00472,2024-12-31,AU,premium,33,F
CUST_00473,2020-01-27,AU,standard,45,F
CUST_00474,2023-09-11,US,premium,34,M
CUST_00475,2021-04-01,DE,standard,28,F
CUST_00476,2024-12-31,UK,basic,49,F
CUST_00477,2020-02-16,US,standard,37,M
CUST_00478,2021-05-06,US,basic,28,M
CUST_00479,2024-12-31,UK,standard,40,F
CUST_00480,2021-03-26,US,standard,46,F
CUST_00481,2021-08-27,US,basic,22,F
CUST_00482,2021-12-25,DE,premium,32,M
CUST_00483,2021-01-03,FR,basic,32,M
CUST_00484,2021-08-24,US,standard,40,M
CUST_00485,2021-06-18,US,basic,42,M
CUST_00486,2023-11-09,AU,standard,28,F
CUST_00487,2020-01-29,US,standard,18,F
CUST_00488,2020-07-19,IN,basic,47,F
CUST_00489,2024-12-31,CA,basic,21,Other
CUST_00490,2023-09-06,US,standard,38,M
CUST_00491,2021-01-05,US,enterprise,33,M
CUST_00492,2021-08-12,US,premium,36,M
CUST_00493,2020-07-16,US,premium,54,F
CUST_00494,2020-05-06,US,standard,71,M
CUST_00495,2021-01-14,CA,basic,18,F
CUST_00496,2020-09-22,US,enterprise,46,M
CUST_00497,2021-06-17,UK,standard,33,M
CUST_00498,2020-02-19,CA,premium,47,M
CUST_00499,2024-12-31,US,basic,46,M
CUST_00500,2024-12-31,US,standard,51,F
CUST_00501,2021-12-30,US,standard,38,F
CUST_00502,2021-04-12,US,standard,24,M
CUST_00503,2020-08-13,FR,premium,46,F
CUST_00504,2022-10-20,US,standard,36,F
CUST_00505,2021-12-03,FR,standard,32,F
CUST_00506,2020-04-18,UK,basic,29,M
CUST_00507,2024-01-11,UK,basic,47,F
CUST_00508,2022-11-18,UK,premium,54,M
CUST_00509,2024-12-25,DE,standard,20,M
CUST_00510,2022-02-26,US,standard,42,M
CUST_00511,2021-08-01,US,premium,30,F
CUST_00512,2020-11-25,CA,basic,18,F
CUST_00513,2024-06-30,US,enterprise,36,F
CUST_00514,2023-05-08,UK,basic,25,F
CUST_00515,2020-01-29,CA,basic,18,Other
CUST_00516,2020-01-17,UK,standard,25,F
CUST_00517,2020-10-14,CA,standard,22,M
CUST_00518,2022-10-09,UK,enterprise,27,F
CUST_00519,2024-12-31,FR,enterprise,19,M
CUST_00520,2020-04-09,DE,standard,30,F
CUST_00521,2021-07-02,UK,standard,26,F
CUST_00522,2020-10-18,DE,basic,39,F
CUST_00523,2024-12-31,JP,premium,42,M
CUST_00524,2023-01-28,UK,basic,38,F
CUST_00525,2023-01-14,UK,basic,32,M
CUST_00526,2021-01-19,FR,premium,31,M
CUST_00527,2020-11-22,CA,enterprise,24,F
CUST_00528,2020-07-13,US,enterprise,25,F
CUST_00529,2020-02-05,JP,enterprise,43,M
CUST_00530,2023-05-02,US,standard,18,F
CUST_00531,2022-10-17,FR,standard,34,F
CUST_00532,2024-12-31,FR,standard,31,M
CUST_00533,2024-12-31,BR,standard,42,F
CUST_00534,2021-05-08,US,standard,18,M
CUST_00535,2022-06-10,CA,standard,35,F
CUST_00536,2024-10-28,UK,basic,39,M
CUST_00537,2023-02-27,US,premium,18,M
CUST_00538,2020-06-21,US,standard,22,F
CUST_00539,2020-12-30,CA,premium,33,F
CUST_00540,2020-03-25,UK,basic,41,F
CUST_00541,2024-12-31,US,basic,37,M
CUST_00542,2021-07-21,CA,premium,41,M
CUST_00543,2020-06-07,FR,enterprise,22,F
CUST_00544,2021-11-08,FR,premium,18,M
CUST_00545,2021-08-08,JP,standard,36,F
CUST_00546,2020-09-26,UK,basic,20,M
CUST_00547,2020-03-14,BR,basic,24,M
CUST_00548,2021-11-08,JP,premium,46,F
CUST_00549,2021-03-23,US,enterprise,37,F
CUST_00550,2022-06-19,US,enterprise,28,M
CUST_00551,2021-03-22,UK,standard,26,F
CUST_00552,2023-03-09,UK,standard,42,F
CUST_00553,2021-05-03,CA,premium,37,F
CUST_00554,2021-05-16,CA,standard,20,F
CUST_00555,2023-06-27,FR,standard,18,F
CUST_00556,2020-11-10,UK,basic,57,M
CUST_00557,2020-03-28,US,standard,20,F
CUST_00558,2020-01-18,AU,basic,41,F
CUST_00559,2022-05-06,US,premium,53,M
CUST_00560,2021-08-12,BR,premium,36,M
CUST_00561,2022-01-11,US,premium,27,F
CUST_00562,2020-05-25,BR,premium,18,M
CUST_00563,2020-03-30,US,standard,18,M
CUST_00564,2020-01-09,US,basic,39,M
CUST_00565,2020-09-19,US,basic,52,M
CUST_00566,2021-06-26,DE,standard,30,F
CUST_00567,2020-10-30,AU,basic,28,M
CUST_00568,2020-12-16,UK,standard,43,M
CUST_00569,2023-11-28,IN,standard,26,M
CUST_00570,2020-09-17,CA,standard,38,F
CUST_00571,2021-03-15,CA,basic,35,F
CUST_00572,2022-07-20,AU,premium,30,M
CUST_00573,2020-11-03,US,premium,34,F
CUST_00574,2021-08-15,US,standard,56,M
CUST_00575,2023-04-22,JP,enterprise,42,F
CUST_00576,2024-12-22,JP,basic,48,M
CUST_00577,2020-04-06,BR,basic,23,F
CUST_00578,2024-05-08,JP,basic,48,M
CUST_00579,2021-02-16,US,standard,42,F
CUST_00580,2020-06-30,AU,basic,18,M
CUST_00581,2021-01-09,UK,basic,41,M
CUST_00582,2024-12-31,MX,standard,28,F
CUST_00583,2021-02-16,UK,standard,18,F
CUST_00584,2020-08-30,CA,standard,36,M
CUST_00585,2021-09-02,UK,standard,41,M
