transaction_id,customer_id,amount,timestamp,channel
TXN_0000071,CUST_00012,22.39,2024-12-31 00:00:00,web
TXN_0000072,CUST_00013,17.06,2024-03-28 00:00:00,web
TXN_0000073,CUST_00013,123.54,2023-01-21 00:00:00,api
TXN_0000074,CUST_00013,14.06,2023-04-10 00:00:00,api
TXN_0000075,CUST_00013,103.0,2023-11-21 00:00:00,web
TXN_0000076,CUST_00013,34.34,2024-06-20 00:00:00,in_app
TXN_0000077,CUST_00013,6.14,2024-04-18 00:00:00,web
TXN_0000078,CUST_00014,6.96,2022-08-12 00:00:00,mobile
TXN_0000079,CUST_00014,16.28,2020-12-30 00:00:00,mobile
TXN_0000080,CUST_00014,14.85,2021-02-26 00:00:00,web
TXN_0000081,CUST_00014,91.78,2021-09-17 00:00:00,mobile
TXN_0000082,CUST_00014,37.52,2022-05-23 00:00:00,web
TXN_0000083,CUST_00014,27.36,2020-07-13 00:00:00,web
TXN_0000084,CUST_00015,19.77,2023-05-19 00:00:00,web
TXN_0000085,CUST_00015,113.88,2024-06-10 00:00:00,web
TXN_0000086,CUST_00015,189.31,2024-12-13 00:00:00,web
TXN_0000087,CUST_00015,38.93,2021-01-18 00:00:00,web
TXN_0000088,CUST_00015,9.99,2020-07-09 00:00:00,web
TXN_0000089,CUST_00015,77.63,2024-08-24 00:00:00,web
TXN_0000090,CUST_00016,43.17,2021-10-17 00:00:00,web
TXN_0000091,CUST_00016,84.89,2022-06-19 00:00:00,mobile
TXN_0000092,CUST_00016,14.4,2024-05-02 00:00:00,api
TXN_0000093,CUST_00016,47.2,2022-03-30 00:00:00,api
TXN_0000094,CUST_00016,47.11,2023-05-13 00:00:00,mobile
TXN_0000095,CUST_00016,6.35,2023-10-19 00:00:00,web
TXN_0000096,CUST_00017,120.68,2021-03-10 00:00:00,web
TXN_0000097,CUST_00017,102.45,2021-02-01 00:00:00,web
TXN_0000098,CUST_00017,98.56,2023-06-28 00:00:00,mobile
TXN_0000099,CUST_00017,50.49,2021-08-09 00:00:00,api
TXN_0000100,CUST_00018,50.12,2023-12-17 00:00:00,web
TXN_0000101,CUST_00018,116.13,2023-01-24 00:00:00,in_app
TXN_0000102,CUST_00018,104.59,2024-07-14 00:00:00,web
TXN_0000103,CUST_00018,21.63,2022-09-01 00:00:00,mobile
TXN_0000104,CUST_00018,27.75,2021-07-28 00:00:00,api
TXN_0000105,CUST_00018,11.66,2021-09-25 00:00:00,mobile
TXN_0000106,CUST_00018,65.9,2024-12-18 00:00:00,mobile
TXN_0000107,CUST_00018,86.09,2021-11-02 00:00:00,api
TXN_0000108,CUST_00019,46.26,2022-04-30 00:00:00,mobile
TXN_0000109,CUST_00019,60.68,2021-06-17 00:00:00,mobile
TXN_0000110,CUST_00019,224.84,2021-08-11 00:00:00,api
TXN_0000111,CUST_00019,30.84,2023-07-22 00:00:00,api
TXN_0000112,CUST_00020,128.21,2020-11-03 00:00:00,web
TXN_0000113,CUST_00020,35.86,2022-10-17 00:00:00,api
TXN_0000114,CUST_00020,6.48,2024-11-23 00:00:00,web
TXN_0000115,CUST_00020,21.44,2021-05-25 00:00:00,mobile
TXN_0000116,CUST_00020,63.3,2021-01-24 00:00:00,web
TXN_0000117,CUST_00021,41.33,2024-11-17 00:00:00,web
TXN_0000118,CUST_00021,39.03,2024-07-12 00:00:00,mobile
TXN_0000119,CUST_00021,181.16,2024-07-27 00:00:00,web
TXN_0000120,CUST_00021,78.98,2022-06-04 00:00:00,web
TXN_0000121,CUST_00021,33.4,2022-07-07 00:00:00,mobile
TXN_0000122,CUST_00021,54.28,2023-01-28 00:00:00,web
TXN_0000123,CUST_00021,33.39,2022-05-14 00:00:00,api
TXN_0000124,CUST_00021,25.12,2023-09-02 00:00:00,web
TXN_0000125,CUST_00021,186.5,2023-10-23 00:00:00,mobile
TXN_0000126,CUST_00021,5.2,2023-06-12 00:00:00,api
TXN_0000127,CUST_00022,52.47,2020-09-01 00:00:00,web
TXN_0000128,CUST_00022,139.39,2024-01-13 00:00:00,web
TXN_0000129,CUST_00022,19.46,2024-01-01 00:00:00,api
TXN_0000130,CUST_00022,43.09,2020-11-30 00:00:00,mobile
TXN_0000131,CUST_00023,29.44,2021-05-04 00:00:00,api
TXN_0000132,CUST_00023,58.18,2022-09-22 00:00:00,mobile
TXN_0000133,CUST_00023,11.97,2023-04-17 00:00:00,api
TXN_0000134,CUST_00023,5.77,2021-08-06 00:00:00,in_app
TXN_0000135,CUST_00023,88.34,2023-03-02 00:00:00,mobile
TXN_0000136,CUST_00023,28.57,2022-04-02 00:00:00,mobile
TXN_0000137,CUST_00024,36.38,2024-02-02 00:00:00,web
TXN_0000138,CUST_00024,14.52,2024-12-02 00:00:00,api
TXN_0000139,CUST_00024,6.76,2023-11-06 00:00:00,web
TXN_0000140,CUST_00024,138.55,2022-02-07 00:00:00,web
TXN_0000141,CUST_00025,18.5,2021-12-26 00:00:00,api
TXN_0000142,CUST_00025,47.65,2021-07-17 00:00:00,mobile
TXN_0000143,CUST_00025,38.8,2024-08-12 00:00:00,mobile
TXN_0000144,CUST_00025,11.58,2022-06-13 00:00:00,web
TXN_0000145,CUST_00025,7.7,2022-10-18 00:00:00,mobile
TXN_0000146,CUST_00025,11.82,2024-11-04 00:00:00,mobile
TXN_0000147,CUST_00026,52.32,2024-08-17 00:00:00,web
TXN_0000148,CUST_00026,19.83,2022-09-10 00:00:00,mobile
TXN_0000149,CUST_00026,44.08,2023-11-02 00:00:00,web
TXN_0000150,CUST_00026,30.4,2023-06-10 00:00:00,web
TXN_0000151,CUST_00026,8.91,2022-10-09 00:00:00,in_app
TXN_0000152,CUST_00026,20.41,2022-11-02 00:00:00,web
TXN_0000153,CUST_00026,26.23,2024-09-13 00:00:00,mobile
TXN_0000154,CUST_00026,51.79,2024-06-14 00:00:00,mobile
TXN_0000155,CUST_00027,57.76,2020-07-20 00:00:00,mobile
TXN_0000156,CUST_00027,21.85,2021-05-13 00:00:00,web
TXN_0000157,CUST_00027,33.49,2023-04-18 00:00:00,api
TXN_0000158,CUST_00028,27.69,2021-10-29 00:00:00,api
TXN_0000159,CUST_00028,7.97,2021-07-18 00:00:00,web
TXN_0000160,CUST_00028,25.94,2022-02-23 00:00:00,api
TXN_0000161,CUST_00028,47.39,2024-06-16 00:00:00,in_app
TXN_0000162,CUST_00029,27.89,2024-02-25 00:00:00,in_app
TXN_0000163,CUST_00029,8.54,2024-06-21 00:00:00,api
TXN_0000164,CUST_00029,45.53,2024-07-16 00:00:00,in_app
TXN_0000165,CUST_00029,49.57,2023-04-06 00:00:00,mobile
TXN_0000166,CUST_00029,31.88,2021-07-17 00:00:00,web
TXN_0000167,CUST_00029,35.83,2024-02-19 00:00:00,api
TXN_0000168,CUST_00030,60.83,2024-03-07 00:00:00,mobile
TXN_0000169,CUST_00030,24.52,2020-12-14 00:00:00,api
TXN_0000170,CUST_00030,124.24,2020-06-02 00:00:00,web
TXN_0000171,CUST_00030,23.0,2020-08-08 00:00:00,api
TXN_0000172,CUST_00030,24.13,2021-02-14 00:00:00,mobile
TXN_0000173,CUST_00030,8.09,2022-01-01 00:00:00,web
TXN_0000174,CUST_00030,36.42,2024-11-14 00:00:00,api
TXN_0000175,CUST_00031,24.03,2023-04-17 00:00:00,in_app
TXN_0000176,CUST_00031,12.07,2021-12-05 00:00:00,web
TXN_0000177,CUST_00031,16.8,2021-12-29 00:00:00,web
TXN_0000178,CUST_00031,74.83,2023-06-12 00:00:00,web
TXN_0000179,CUST_00031,15.7,2024-02-19 00:00:00,api
TXN_0000180,CUST_00031,32.29,2022-06-01 00:00:00,mobile
TXN_0000181,CUST_00031,159.13,2021-09-25 00:00:00,in_app
TXN_0000182,CUST_00031,198.2,2024-02-24 00:00:00,web
TXN_0000183,CUST_00031,26.97,2023-10-26 00:00:00,in_app
TXN_0000184,CUST_00031,34.2,2022-06-24 00:00:00,in_app
TXN_0000185,CUST_00031,15.81,2022-09-27 00:00:00,api
TXN_0000186,CUST_00032,15.77,2024-08-27 00:00:00,web
TXN_0000187,CUST_00032,11.69,2022-08-14 00:00:00,mobile
TXN_0000188,CUST_00032,58.44,2020-11-20 00:00:00,api
TXN_0000189,CUST_00032,80.47,2020-11-17 00:00:00,mobile
TXN_0000190,CUST_00032,24.91,2021-07-12 00:00:00,mobile
TXN_0000191,CUST_00032,13.3,2021-12-10 00:00:00,mobile
TXN_0000192,CUST_00032,220.17,2021-02-05 00:00:00,web
TXN_0000193,CUST_00032,160.3,2020-12-21 00:00:00,web
TXN_0000194,CUST_00032,31.93,2020-11-20 00:00:00,api
TXN_0000195,CUST_00033,33.03,2022-12-28 00:00:00,api
TXN_0000196,CUST_00033,8.71,2023-04-12 00:00:00,web
TXN_0000197,CUST_00033,34.96,2024-03-05 00:00:00,web
TXN_0000198,CUST_00033,9.7,2020-07-10 00:00:00,web
TXN_0000199,CUST_00033,207.97,2020-07-15 00:00:00,web
TXN_0000200,CUST_00033,67.73,2021-08-01 00:00:00,api
TXN_0000201,CUST_00033,15.61,2021-03-15 00:00:00,api
TXN_0000202,CUST_00033,71.3,2021-12-05 00:00:00,mobile
TXN_0000203,CUST_00034,7.88,2024-12-16 00:00:00,in_app
TXN_0000204,CUST_00034,33.91,2024-12-30 00:00:00,web
TXN_0000205,CUST_00034,70.52,2024-12-25 00:00:00,web
TXN_0000206,CUST_00035,32.08,2024-12-31 00:00:00,web
TXN_0000207,CUST_00035,140.01,2024-12-31 00:00:00,in_app
TXN_0000208,CUST_00036,92.94,2024-04-24 00:00:00,web
TXN_0000209,CUST_00036,22.62,2023-11-22 00:00:00,mobile
TXN_0000210,CUST_00036,79.56,2023-01-16 00:00:00,mobile
TXN_0000211,CUST_00036,37.28,2023-12-22 00:00:00,web
TXN_0000212,CUST_00036,21.47,2022-11-19 00:00:00,web
TXN_0000213,CUST_00036,84.68,2023-09-05 00:00:00,mobile
TXN_0000214,CUST_00037,16.31,2020-11-18 00:00:00,mobile
TXN_0000215,CUST_00037,100.07,2023-10-17 00:00:00,api
TXN_0000216,CUST_00037,145.94,2024-02-22 00:00:00,mobile
TXN_0000217,CUST_00037,64.28,2023-01-07 00:00:00,web
TXN_0000218,CUST_00037,53.17,2023-10-02 00:00:00,mobile
TXN_0000219,CUST_00037,60.55,2022-03-13 00:00:00,api
TXN_0000220,CUST_00038,102.44,2023-04-02 00:00:00,api
TXN_0000221,CUST_00038,27.78,2020-08-20 00:00:00,web
TXN_0000222,CUST_00039,9.11,2022-10-22 00:00:00,web
TXN_0000223,CUST_00039,7.33,2023-04-12 00:00:00,api
TXN_0000224,CUST_00039,29.41,2023-07-05 00:00:00,in_app
TXN_0000225,CUST_00039,68.89,2024-01-06 00:00:00,in_app
TXN_0000226,CUST_00040,71.55,2021-06-19 00:00:00,mobile
TXN_0000227,CUST_00040,33.69,2022-02-01 00:00:00,web
TXN_0000228,CUST_00040,9.68,2024-03-31 00:00:00,web
TXN_0000229,CUST_00040,96.13,2023-01-18 00:00:00,mobile
TXN_0000230,CUST_00040,97.67,2022-05-29 00:00:00,api
TXN_0000231,CUST_00041,53.96,2021-07-14 00:00:00,mobile
TXN_0000232,CUST_00041,11.02,2024-08-24 00:00:00,mobile
TXN_0000233,CUST_00041,28.91,2021-03-30 00:00:00,mobile
TXN_0000234,CUST_00041,45.75,2023-07-23 00:00:00,web
TXN_0000235,CUST_00041,74.86,2023-12-02 00:00:00,mobile
TXN_0000236,CUST_00041,29.29,2024-06-03 00:00:00,mobile
TXN_0000237,CUST_00042,7.8,2024-04-03 00:00:00,api
TXN_0000238,CUST_00042,41.68,2021-06-11 00:00:00,web
TXN_0000239,CUST_00042,24.27,2024-01-15 00:00:00,api
TXN_0000240,CUST_00043,5.06,2021-10-31 00:00:00,in_app
TXN_0000241,CUST_00043,72.41,2022-01-13 00:00:00,in_app
TXN_0000242,CUST_00043,39.3,2024-10-22 00:00:00,api
TXN_0000243,CUST_00043,84.31,2021-10-01 00:00:00,in_app
TXN_0000244,CUST_00043,47.1,2023-07-26 00:00:00,web
TXN_0000245,CUST_00043,37.04,2023-06-09 00:00:00,in_app
TXN_0000246,CUST_00043,61.64,2021-01-04 00:00:00,in_app
TXN_0000247,CUST_00043,43.48,2022-04-27 00:00:00,mobile
TXN_0000248,CUST_00044,100.44,2024-09-23 00:00:00,api
TXN_0000249,CUST_00044,5.6,2024-04-21 00:00:00,api
TXN_0000250,CUST_00044,65.95,2024-10-19 00:00:00,mobile
TXN_0000251,CUST_00044,43.32,2024-03-01 00:00:00,web
TXN_0000252,CUST_00044,110.28,2024-11-20 00:00:00,web
TXN_0000253,CUST_00044,20.87,2024-10-15 00:00:00,api
TXN_0000254,CUST_00044,23.69,2024-06-25 00:00:00,api
TXN_0000255,CUST_00045,37.71,2023-01-13 00:00:00,web
TXN_0000256,CUST_00045,9.36,2021-03-10 00:00:00,in_app
TXN_0000257,CUST_00045,11.4,2022-07-11 00:00:00,web
TXN_0000258,CUST_00045,9.2,2023-03-25 00:00:00,in_app
TXN_0000259,CUST_00045,20.9,2021-11-23 00:00:00,mobile
TXN_0000260,CUST_00045,67.38,2021-11-17 00:00:00,mobile
TXN_0000261,CUST_00045,147.06,2021-09-13 00:00:00,mobile
TXN_0000262,CUST_00045,127.41,2020-12-09 00:00:00,web
TXN_0000263,CUST_00046,25.76,2024-10-22 00:00:00,mobile
TXN_0000264,CUST_00046,74.31,2022-08-26 00:00:00,api
TXN_0000265,CUST_00047,35.47,2020-09-07 00:00:00,mobile
TXN_0000266,CUST_00047,41.66,2021-12-30 00:00:00,api
TXN_0000267,CUST_00047,15.65,2024-04-06 00:00:00,web
TXN_0000268,CUST_00047,81.05,2022-09-20 00:00:00,web
TXN_0000269,CUST_00047,50.19,2023-03-16 00:00:00,web
TXN_0000270,CUST_00047,16.2,2021-02-27 00:00:00,mobile
TXN_0000271,CUST_00048,24.72,2023-04-11 00:00:00,api
TXN_0000272,CUST_00048,39.77,2024-07-04 00:00:00,mobile
TXN_0000273,CUST_00048,97.66,2023-07-31 00:00:00,web
TXN_0000274,CUST_00048,37.93,2022-09-16 00:00:00,in_app
TXN_0000275,CUST_00048,165.96,2022-01-01 00:00:00,api
TXN_0000276,CUST_00048,35.63,2021-06-18 00:00:00,api
TXN_0000277,CUST_00049,40.52,2024-05-12 00:00:00,mobile
TXN_0000278,CUST_00049,48.16,2024-07-20 00:00:00,web
TXN_0000279,CUST_00049,7.28,2023-06-02 00:00:00,web
TXN_0000280,CUST_00049,94.99,2022-11-27 00:00:00,mobile
TXN_0000281,CUST_00049,200.96,2022-01-15 00:00:00,web
TXN_0000282,CUST_00050,58.06,2024-11-10 00:00:00,api
TXN_0000283,CUST_00050,28.62,2023-10-29 00:00:00,web
TXN_0000284,CUST_00050,33.71,2024-06-29 00:00:00,mobile
TXN_0000285,CUST_00050,75.69,2024-11-22 00:00:00,api
TXN_0000286,CUST_00050,52.14,2023-05-02 00:00:00,api
TXN_0000287,CUST_00051,37.15,2024-12-31 00:00:00,web
TXN_0000288,CUST_00051,12.6,2024-12-31 00:00:00,in_app
TXN_0000289,CUST_00051,44.22,2024-12-31 00:00:00,web
TXN_0000290,CUST_00051,60.66,2024-12-31 00:00:00,mobile
TXN_0000291,CUST_00051,22.03,2024-12-31 00:00:00,web
TXN_0000292,CUST_00051,49.61,2024-12-31 00:00:00,web
TXN_0000293,CUST_00051,12.49,2024-12-31 00:00:00,web
TXN_0000294,CUST_00051,103.79,2024-12-31 00:00:00,web
TXN_0000295,CUST_00051,94.57,2024-12-31 00:00:00,mobile
TXN_0000296,CUST_00051,7.06,2024-12-31 00:00:00,mobile
TXN_0000297,CUST_00051,32.76,2024-12-31 00:00:00,api
TXN_0000298,CUST_00051,123.86,2024-12-31 00:00:00,web
TXN_0000299,CUST_00051,81.66,2024-12-31 00:00:00,web
TXN_0000300,CUST_00052,73.52,2022-09-18 00:00:00,web
TXN_0000301,CUST_00052,13.78,2023-07-04 00:00:00,mobile
TXN_0000302,CUST_00052,35.69,2023-09-06 00:00:00,web
TXN_0000303,CUST_00052,19.13,2024-04-05 00:00:00,mobile
TXN_0000304,CUST_00052,8.38,2024-11-21 00:00:00,web
TXN_0000305,CUST_00053,37.83,2024-09-03 00:00:00,in_app
TXN_0000306,CUST_00053,75.8,2024-11-13 00:00:00,web
TXN_0000307,CUST_00053,34.47,2024-12-27 00:00:00,mobile
TXN_0000308,CUST_00053,36.47,2024-09-12 00:00:00,api
TXN_0000309,CUST_00053,12.4,2024-10-02 00:00:00,mobile
TXN_0000310,CUST_00054,5.94,2024-02-08 00:00:00,web
TXN_0000311,CUST_00054,11.24,2024-05-11 00:00:00,web
TXN_0000312,CUST_00054,10.64,2024-01-23 00:00:00,mobile
TXN_0000313,CUST_00054,151.69,2023-11-08 00:00:00,web
TXN_0000314,CUST_00054,20.69,2024-09-04 00:00:00,in_app
TXN_0000315,CUST_00054,35.08,2023-12-01 00:00:00,api
TXN_0000316,CUST_00055,5.03,2023-09-18 00:00:00,mobile
TXN_0000317,CUST_00055,29.56,2023-11-29 00:00:00,web
TXN_0000318,CUST_00055,76.17,2024-06-24 00:00:00,mobile
TXN_0000319,CUST_00055,27.29,2022-04-16 00:00:00,mobile
TXN_0000320,CUST_00055,69.64,2024-10-28 00:00:00,mobile
TXN_0000321,CUST_00055,19.1,2023-08-26 00:00:00,mobile
TXN_0000322,CUST_00056,118.7,2024-08-03 00:00:00,web
TXN_0000323,CUST_00056,11.04,2024-10-05 00:00:00,web
TXN_0000324,CUST_00056,170.33,2024-11-11 00:00:00,in_app
TXN_0000325,CUST_00056,39.14,2024-10-13 00:00:00,web
TXN_0000326,CUST_00056,36.16,2024-08-27 00:00:00,in_app
TXN_0000327,CUST_00057,127.36,2023-12-27 00:00:00,web
TXN_0000328,CUST_00057,59.48,2022-10-13 00:00:00,web
TXN_0000329,CUST_00057,8.2,2023-01-04 00:00:00,mobile
TXN_0000330,CUST_00058,124.53,2020-10-15 00:00:00,in_app
TXN_0000331,CUST_00058,32.37,2023-09-13 00:00:00,web
TXN_0000332,CUST_00058,25.55,2024-12-17 00:00:00,web
TXN_0000333,CUST_00058,95.6,2023-01-18 00:00:00,api
TXN_0000334,CUST_00058,25.07,2021-04-03 00:00:00,mobile
TXN_0000335,CUST_00058,14.4,2022-05-14 00:00:00,mobile
TXN_0000336,CUST_00058,44.15,2020-11-08 00:00:00,web
TXN_0000337,CUST_00058,67.76,2023-09-16 00:00:00,web
TXN_0000338,CUST_00059,19.23,2021-11-13 00:00:00,mobile
TXN_0000339,CUST_00059,162.26,2024-07-06 00:00:00,web
TXN_0000340,CUST_00059,20.89,2020-11-24 00:00:00,mobile
TXN_0000341,CUST_00059,116.17,2020-02-27 00:00:00,web
TXN_0000342,CUST_00059,44.55,2024-11-16 00:00:00,in_app
TXN_0000343,CUST_00059,38.7,2022-10-27 00:00:00,mobile
TXN_0000344,CUST_00059,78.61,2021-07-17 00:00:00,web
TXN_0000345,CUST_00060,126.29,2024-01-20 00:00:00,mobile
TXN_0000346,CUST_00060,12.58,2022-10-14 00:00:00,web
TXN_0000347,CUST_00060,11.63,2022-01-09 00:00:00,mobile
TXN_0000348,CUST_00061,70.32,2022-04-28 00:00:00,web
TXN_0000349,CUST_00061,297.66,2023-09-03 00:00:00,mobile
TXN_0000350,CUST_00061,43.52,2023-03-26 00:00:00,web
TXN_0000351,CUST_00061,26.7,2022-08-16 00:00:00,web
TXN_0000352,CUST_00061,73.49,2022-08-07 00:00:00,in_app
TXN_0000353,CUST_00061,82.09,2024-04-17 00:00:00,api
TXN_0000354,CUST_00061,78.53,2022-08-26 00:00:00,web
TXN_0000355,CUST_00061,20.73,2022-12-11 00:00:00,web
TXN_0000356,CUST_00062,21.71,2023-08-17 00:00:00,api
TXN_0000357,CUST_00062,73.53,2023-01-29 00:00:00,in_app
TXN_0000358,CUST_00062,107.0,2021-08-07 00:00:00,api
TXN_0000359,CUST_00062,98.43,2021-01-21 00:00:00,mobile
TXN_0000360,CUST_00062,9.93,2023-07-17 00:00:00,api
TXN_0000361,CUST_00062,20.51,2021-05-14 00:00:00,in_app
TXN_0000362,CUST_00063,11.18,2024-05-22 00:00:00,api
TXN_0000363,CUST_00063,63.43,2024-09-16 00:00:00,web
TXN_0000364,CUST_00063,8.77,2023-02-25 00:00:00,web
TXN_0000365,CUST_00063,87.25,2024-04-17 00:00:00,api
TXN_0000366,CUST_00063,76.49,2024-09-25 00:00:00,mobile
TXN_0000367,CUST_00063,67.82,2023-11-26 00:00:00,web
TXN_0000368,CUST_00064,23.02,2022-01-19 00:00:00,api
TXN_0000369,CUST_00064,81.42,2022-08-17 00:00:00,mobile
TXN_0000370,CUST_00064,31.44,2021-09-19 00:00:00,mobile
TXN_0000371,CUST_00064,54.84,2023-08-12 00:00:00,mobile
TXN_0000372,CUST_00064,76.41,2022-03-17 00:00:00,web
TXN_0000373,CUST_00064,27.62,2021-07-21 00:00:00,web
TXN_0000374,CUST_00065,112.23,2020-11-24 00:00:00,api
TXN_0000375,CUST_00065,5.23,2022-09-08 00:00:00,web
TXN_0000376,CUST_00065,6.62,2024-02-02 00:00:00,in_app
TXN_0000377,CUST_00065,102.96,2020-10-18 00:00:00,api
TXN_0000378,CUST_00065,35.95,2024-06-03 00:00:00,web
TXN_0000379,CUST_00066,5.53,2023-12-15 00:00:00,mobile
TXN_0000380,CUST_00066,97.31,2024-05-12 00:00:00,mobile
TXN_0000381,CUST_00066,104.81,2022-02-02 00:00:00,mobile
TXN_0000382,CUST_00066,123.29,2021-12-01 00:00:00,mobile
TXN_0000383,CUST_00067,15.36,2020-12-24 00:00:00,web
TXN_0000384,CUST_00067,186.3,2024-01-17 00:00:00,web
TXN_0000385,CUST_00067,34.65,2020-12-25 00:00:00,web
TXN_0000386,CUST_00067,6.21,2023-06-08 00:00:00,web
TXN_0000387,CUST_00067,45.11,2020-09-18 00:00:00,web
TXN_0000388,CUST_00067,69.68,2021-06-09 00:00:00,web
TXN_0000389,CUST_00067,97.68,2021-12-01 00:00:00,web
TXN_0000390,CUST_00067,129.4,2024-08-19 00:00:00,in_app
TXN_0000391,CUST_00068,107.52,2024-01-09 00:00:00,mobile
TXN_0000392,CUST_00068,68.88,2023-02-20 00:00:00,mobile
TXN_0000393,CUST_00068,51.95,2022-12-20 00:00:00,api
TXN_0000394,CUST_00068,27.38,2023-04-26 00:00:00,web
TXN_0000395,CUST_00069,22.54,2023-04-27 00:00:00,mobile
TXN_0000396,CUST_00069,231.33,2020-08-14 00:00:00,web
TXN_0000397,CUST_00069,59.37,2023-10-16 00:00:00,web
TXN_0000398,CUST_00069,50.85,2022-07-20 00:00:00,web
TXN_0000399,CUST_00069,67.3,2024-05-31 00:00:00,api
TXN_0000400,CUST_00070,28.42,2024-12-31 00:00:00,api
TXN_0000401,CUST_00070,36.03,2024-12-31 00:00:00,in_app
